Product,Date,CPI_Value
Energy 9,March 2017,156.9
Food and energy 9,April 2017,148.7
Fresh fruit and vegetables,April 2017,132.7
Energy 9,April 2017,165.3
Food and energy 9,May 2017,147.1
Fresh fruit and vegetables,May 2017,135.5
Energy 9,May 2017,158.2
Food and energy 9,June 2017,146.4
Fresh fruit and vegetables,June 2017,137.3
Energy 9,June 2017,154.7
Food and energy 9,July 2017,146.2
Fresh fruit and vegetables,July 2017,138.6
Energy 9,July 2017,151.6
Food and energy 9,August 2017,146.0
Fresh fruit and vegetables,August 2017,131.7
Energy 9,August 2017,152.9
Food and energy 9,September 2017,146.6
Fresh fruit and vegetables,September 2017,122.6
Energy 9,September 2017,158.5
Food and energy 9,October 2017,144.9
Fresh fruit and vegetables,October 2017,116.0
Energy 9,October 2017,154.7
Food and energy 9,November 2017,147.4
Fresh fruit and vegetables,November 2017,124.4
Energy 9,November 2017,160.1
Food and energy 9,December 2017,147.9
Fresh fruit and vegetables,December 2017,131.0
Energy 9,December 2017,159.3
Food and energy 9,January 2018,150.4
Fresh fruit and vegetables,January 2018,138.1
Energy 9,January 2018,163.2
Food and energy 9,February 2018,150.4
Fresh fruit and vegetables,February 2018,134.5
Energy 9,February 2018,162.3
Food and energy 9,March 2018,150.5
Fresh fruit and vegetables,March 2018,131.1
Energy 9,March 2018,164.1
Food and energy 9,April 2018,152.3
Fresh fruit and vegetables,April 2018,132.6
Energy 9,April 2018,168.2
Food and energy 9,May 2018,152.8
Fresh fruit and vegetables,May 2018,133.4
Energy 9,May 2018,170.5
Food and energy 9,June 2018,153.2
Fresh fruit and vegetables,June 2018,139.0
Energy 9,June 2018,168.0
Food and energy 9,July 2018,153.8
Fresh fruit and vegetables,July 2018,142.7
Energy 9,July 2018,168.6
Food and energy 9,August 2018,152.8
Fresh fruit and vegetables,August 2018,136.6
Energy 9,August 2018,167.1
Food and energy 9,September 2018,151.1
Fresh fruit and vegetables,September 2018,130.9
Energy 9,September 2018,164.6
Food and energy 9,October 2018,149.7
Fresh fruit and vegetables,October 2018,125.1
Energy 9,October 2018,160.7
Food and energy 9,November 2018,148.5
Fresh fruit and vegetables,November 2018,134.0
Energy 9,November 2018,152.4
Food and energy 9,December 2018,148.6
Fresh fruit and vegetables,December 2018,147.6
Energy 9,December 2018,147.4
Food and energy 9,January 2019,149.2
Fresh fruit and vegetables,January 2019,149.8
Energy 9,January 2019,146.2
Food and energy 9,February 2019,149.4
Fresh fruit and vegetables,February 2019,149.8
Energy 9,February 2019,145.8
Food and energy 9,March 2019,152.0
Fresh fruit and vegetables,March 2019,149.1
Energy 9,March 2019,155.4
Food and energy 9,April 2019,154.7
Fresh fruit and vegetables,April 2019,150.1
Energy 9,April 2019,165.4
Food and energy 9,May 2019,155.9
Fresh fruit and vegetables,May 2019,150.1
Energy 9,May 2019,167.1
Food and energy 9,June 2019,154.9
Fresh fruit and vegetables,June 2019,155.7
Energy 9,June 2019,161.1
Food and energy 9,July 2019,156.2
Fresh fruit and vegetables,July 2019,153.1
Energy 9,July 2019,165.5
Food and energy 9,August 2019,154.5
Fresh fruit and vegetables,August 2019,145.3
Energy 9,August 2019,160.7
Food and energy 9,September 2019,153.2
Fresh fruit and vegetables,September 2019,140.8
Energy 9,September 2019,159.5
Food and energy 9,October 2019,152.4
Fresh fruit and vegetables,October 2019,137.1
Energy 9,October 2019,158.0
Food and energy 9,November 2019,153.5
Fresh fruit and vegetables,November 2019,144.5
Energy 9,November 2019,159.0
Food and energy 9,December 2019,154.6
Fresh fruit and vegetables,December 2019,155.5
Energy 9,December 2019,158.7
Food and energy 9,January 2020,155.2
Fresh fruit and vegetables,January 2020,154.2
Energy 9,January 2020,158.1
Food and energy 9,February 2020,153.8
Fresh fruit and vegetables,February 2020,149.5
Energy 9,February 2020,155.3
Food and energy 9,March 2020,148.7
Fresh fruit and vegetables,March 2020,144.0
Energy 9,March 2020,136.7
Food and energy 9,April 2020,146.9
Fresh fruit and vegetables,April 2020,152.3
Energy 9,April 2020,125.6
Food and energy 9,May 2020,148.8
Fresh fruit and vegetables,May 2020,147.6
Energy 9,May 2020,133.4
Food and energy 9,June 2020,152.9
Fresh fruit and vegetables,June 2020,152.6
Energy 9,June 2020,146.3
Food and energy 9,July 2020,154.1
Fresh fruit and vegetables,July 2020,158.2
Energy 9,July 2020,149.6
Food and energy 9,August 2020,153.1
Fresh fruit and vegetables,August 2020,153.5
Energy 9,August 2020,149.3
Food and energy 9,September 2020,151.8
Fresh fruit and vegetables,September 2020,148.4
Energy 9,September 2020,147.8
Food and energy 9,October 2020,152.8
Fresh fruit and vegetables,October 2020,149.4
Energy 9,October 2020,150.5
Food and energy 9,November 2020,152.9
Fresh fruit and vegetables,November 2020,148.8
Energy 9,November 2020,150.0
Food and energy 9,December 2020,153.8
Fresh fruit and vegetables,December 2020,150.9
Energy 9,December 2020,153.2
Food and energy 9,January 2021,154.3
Fresh fruit and vegetables,January 2021,156.9
Energy 9,January 2021,150.4
Food and energy 9,February 2021,156.1
Fresh fruit and vegetables,February 2021,158.5
Energy 9,February 2021,156.8
Food and energy 9,March 2021,159.0
Fresh fruit and vegetables,March 2021,153.1
Energy 9,March 2021,166.0
Food and energy 9,April 2021,159.9
Fresh fruit and vegetables,April 2021,150.0
Energy 9,April 2021,170.1
Food and energy 9,May 2021,161.4
Fresh fruit and vegetables,May 2021,150.4
Energy 9,May 2021,173.2
Food and energy 9,June 2021,161.9
Fresh fruit and vegetables,June 2021,151.2
Energy 9,June 2021,174.9
Food and energy 9,July 2021,163.3
Fresh fruit and vegetables,July 2021,149.7
Energy 9,July 2021,177.1
Food and energy 9,August 2021,164.1
Fresh fruit and vegetables,August 2021,148.7
Energy 9,August 2021,177.8
Food and energy 9,September 2021,164.5
Fresh fruit and vegetables,September 2021,145.9
Energy 9,September 2021,178.4
Food and energy 9,October 2021,167.3
Fresh fruit and vegetables,October 2021,145.5
Energy 9,October 2021,187.8
Food and energy 9,November 2021,168.9
Fresh fruit and vegetables,November 2021,153.6
Energy 9,November 2021,187.9
Food and energy 9,December 2021,168.4
Fresh fruit and vegetables,December 2021,159.1
Energy 9,December 2021,182.8
Food and energy 9,January 2022,171.4
Fresh fruit and vegetables,January 2022,164.5
Energy 9,January 2022,187.0
Food and energy 9,February 2022,175.8
Fresh fruit and vegetables,February 2022,165.0
Energy 9,February 2022,197.5
Food and energy 9,March 2022,181.2
Fresh fruit and vegetables,March 2022,162.6
Energy 9,March 2022,212.4
Food and energy 9,April 2022,182.8
Fresh fruit and vegetables,April 2022,160.7
Energy 9,April 2022,215.5
Food and energy 9,May 2022,189.3
Fresh fruit and vegetables,May 2022,166.7
Energy 9,May 2022,234.6
Food and energy 9,June 2022,190.5
Fresh fruit and vegetables,June 2022,165.9
Energy 9,June 2022,239.6
Food and energy 9,July 2022,188.1
Fresh fruit and vegetables,July 2022,166.0
Energy 9,July 2022,227.0
Food and energy 9,August 2022,185.9
Fresh fruit and vegetables,August 2022,166.0
Energy 9,August 2022,215.3
Food and energy 9,September 2022,183.4
Fresh fruit and vegetables,September 2022,162.7
Energy 9,September 2022,203.1
Food and energy 9,October 2022,186.6
Fresh fruit and vegetables,October 2022,158.6
Energy 9,October 2022,216.4
Food and energy 9,November 2022,187.7
Fresh fruit and vegetables,November 2022,170.4
Energy 9,November 2022,214.3
Food and energy 9,December 2022,184.5
Fresh fruit and vegetables,December 2022,178.3
Energy 9,December 2022,197.6
Food and energy 9,January 2023,188.4
Fresh fruit and vegetables,January 2023,184.7
Energy 9,January 2023,203.8
Food and energy 9,February 2023,188.3
Fresh fruit and vegetables,February 2023,185.2
Energy 9,February 2023,200.7
Food and energy 9,March 2023,188.9
Fresh fruit and vegetables,March 2023,177.2
Energy 9,March 2023,201.0
Food and energy 9,April 2023,189.6
Fresh fruit and vegetables,April 2023,175.1
Energy 9,April 2023,203.6
Food and energy 9,May 2023,190.6
Fresh fruit and vegetables,May 2023,179.1
Energy 9,May 2023,202.7
Food and energy 9,June 2023,190.9
Fresh fruit and vegetables,June 2023,180.3
Energy 9,June 2023,205.0
Food and energy 9,July 2023,192.2
Fresh fruit and vegetables,July 2023,175.1
Energy 9,July 2023,208.2
Food and energy 9,August 2023,193.8
Fresh fruit and vegetables,August 2023,172.1
Energy 9,August 2023,214.4
Food and energy 9,September 2023,192.9
Fresh fruit and vegetables,September 2023,172.3
Energy 9,September 2023,211.9
Food and energy 9,October 2023,190.2
Fresh fruit and vegetables,October 2023,169.1
Energy 9,October 2023,202.3
Food and energy 9,November 2023,190.6
Fresh fruit and vegetables,November 2023,177.2
Energy 9,November 2023,200.3
Food and energy 9,December 2023,189.4
Fresh fruit and vegetables,December 2023,180.2
Energy 9,December 2023,196.0
Food and energy 9,January 2024,190.5
Fresh fruit and vegetables,January 2024,183.6
Energy 9,January 2024,195.7
Food and energy 9,February 2024,191.4
Fresh fruit and vegetables,February 2024,180.1
Energy 9,February 2024,199.7
Food and energy 9,March 2024,192.6
Fresh fruit and vegetables,March 2024,172.0
Energy 9,March 2024,203.9
Food and energy 9,April 2024,195.3
Fresh fruit and vegetables,April 2024,171.4
Energy 9,April 2024,214.0
Food and energy 9,May 2024,195.9
Fresh fruit and vegetables,May 2024,174.7
Energy 9,May 2024,212.3
Food and energy 9,June 2024,196.3
Fresh fruit and vegetables,June 2024,176.6
Energy 9,June 2024,209.3
Food and energy 9,July 2024,197.6
Fresh fruit and vegetables,July 2024,178.0
Energy 9,July 2024,213.1
Food and energy 9,August 2024,196.0
Fresh fruit and vegetables,August 2024,175.2
Energy 9,August 2024,208.2
Food and energy 9,September 2024,193.4
Fresh fruit and vegetables,September 2024,176.9
Energy 9,September 2024,198.2
Food and energy 9,October 2024,194.1
Fresh fruit and vegetables,October 2024,172.5
Energy 9,October 2024,199.4
Food and energy 9,November 2024,194.9
Fresh fruit and vegetables,November 2024,176.4
Energy 9,November 2024,200.1
Food and energy 9,December 2024,190.7
Fresh fruit and vegetables,December 2024,182.5
Energy 9,December 2024,199.7
Food and energy 9,January 2025,190.7
Fresh fruit and vegetables,January 2025,190.6
Energy 9,January 2025,205.4
Food and energy 9,February 2025,194.0
Fresh fruit and vegetables,February 2025,188.0
Energy 9,February 2025,204.9
Food and energy 9,March 2025,196.8
Fresh fruit and vegetables,March 2025,178.6
Energy 9,March 2025,203.3
Food and energy 9,April 2025,191.7
Fresh fruit and vegetables,April 2025,178.2
Energy 9,April 2025,181.8
Food and energy 9,May 2025,193.2
Fresh fruit and vegetables,May 2025,181.1
Energy 9,May 2025,184.4
Food and energy 9,January 2015,134.6
Fresh fruit and vegetables,January 2015,126.5
Energy 9,January 2015,125.9
Food and energy 9,February 2015,135.9
Fresh fruit and vegetables,February 2015,128.7
Energy 9,February 2015,130.1
Food and energy 9,March 2015,138.3
Fresh fruit and vegetables,March 2015,127.3
Energy 9,March 2015,135.5
Food and energy 9,April 2015,137.9
Fresh fruit and vegetables,April 2015,123.7
Energy 9,April 2015,134.0
Food and energy 9,May 2015,139.2
Fresh fruit and vegetables,May 2015,130.6
Energy 9,May 2015,136.3
Food and energy 9,June 2015,141.4
Fresh fruit and vegetables,June 2015,128.4
Energy 9,June 2015,143.6
Food and energy 9,July 2015,140.9
Fresh fruit and vegetables,July 2015,129.7
Energy 9,July 2015,141.9
Food and energy 9,August 2015,142.8
Fresh fruit and vegetables,August 2015,125.6
Energy 9,August 2015,147.5
Food and energy 9,September 2015,140.0
Fresh fruit and vegetables,September 2015,125.7
Energy 9,September 2015,139.7
Food and energy 9,October 2015,141.3
Fresh fruit and vegetables,October 2015,126.6
Energy 9,October 2015,142.9
Food and energy 9,November 2015,140.2
Fresh fruit and vegetables,November 2015,130.0
Energy 9,November 2015,138.2
Food and energy 9,December 2015,137.6
Fresh fruit and vegetables,December 2015,133.8
Energy 9,December 2015,128.6
Food and energy 9,January 2016,137.5
Fresh fruit and vegetables,January 2016,143.8
Energy 9,January 2016,126.2
Food and energy 9,February 2016,134.0
Fresh fruit and vegetables,February 2016,132.0
Energy 9,February 2016,117.9
Food and energy 9,March 2016,136.9
Fresh fruit and vegetables,March 2016,132.5
Energy 9,March 2016,126.3
Food and energy 9,April 2016,138.4
Fresh fruit and vegetables,April 2016,127.2
Energy 9,April 2016,130.5
Food and energy 9,May 2016,139.6
Fresh fruit and vegetables,May 2016,127.7
Energy 9,May 2016,134.3
Food and energy 9,June 2016,143.4
Fresh fruit and vegetables,June 2016,130.4
Energy 9,June 2016,147.1
Food and energy 9,July 2016,140.1
Fresh fruit and vegetables,July 2016,129.0
Energy 9,July 2016,135.6
Food and energy 9,August 2016,140.8
Fresh fruit and vegetables,August 2016,126.9
Energy 9,August 2016,137.5
Food and energy 9,September 2016,138.1
Fresh fruit and vegetables,September 2016,122.6
Energy 9,September 2016,137.2
Food and energy 9,October 2016,138.6
Fresh fruit and vegetables,October 2016,118.3
Energy 9,October 2016,140.5
Food and energy 9,November 2016,135.0
Fresh fruit and vegetables,November 2016,121.9
Energy 9,November 2016,130.5
Food and energy 9,December 2016,135.3
Fresh fruit and vegetables,December 2016,123.1
Energy 9,December 2016,131.8
Food and energy 9,January 2017,138.4
Fresh fruit and vegetables,January 2017,125.0
Energy 9,January 2017,139.9
Food and energy 9,February 2017,137.2
Fresh fruit and vegetables,February 2017,124.3
Energy 9,February 2017,136.2
Food and energy 9,March 2017,138.0
Fresh fruit and vegetables,March 2017,126.2
Energy 9,March 2017,135.8
Food and energy 9,April 2017,139.4
Fresh fruit and vegetables,April 2017,123.2
Energy 9,April 2017,140.4
Food and energy 9,May 2017,138.1
Fresh fruit and vegetables,May 2017,132.7
Energy 9,May 2017,134.2
Food and energy 9,June 2017,138.6
Fresh fruit and vegetables,June 2017,142.1
Energy 9,June 2017,132.9
Food and energy 9,July 2017,138.3
Fresh fruit and vegetables,July 2017,142.5
Energy 9,July 2017,130.3
Food and energy 9,August 2017,140.2
Fresh fruit and vegetables,August 2017,143.4
Energy 9,August 2017,133.4
Food and energy 9,September 2017,141.5
Fresh fruit and vegetables,September 2017,135.2
Energy 9,September 2017,140.3
Food and energy 9,October 2017,140.9
Fresh fruit and vegetables,October 2017,129.9
Energy 9,October 2017,140.1
Food and energy 9,November 2017,143.4
Fresh fruit and vegetables,November 2017,135.0
Energy 9,November 2017,146.6
Food and energy 9,December 2017,141.2
Fresh fruit and vegetables,December 2017,136.5
Energy 9,December 2017,142.5
Food and energy 9,January 2018,143.1
Fresh fruit and vegetables,January 2018,137.5
Energy 9,January 2018,145.2
Food and energy 9,February 2018,141.8
Fresh fruit and vegetables,February 2018,135.8
Energy 9,February 2018,143.1
Food and energy 9,March 2018,142.5
Fresh fruit and vegetables,March 2018,131.9
Energy 9,March 2018,144.9
Food and energy 9,April 2018,146.1
Fresh fruit and vegetables,April 2018,132.0
Energy 9,April 2018,154.5
Food and energy 9,May 2018,146.4
Fresh fruit and vegetables,May 2018,132.2
Energy 9,May 2018,157.7
Food and energy 9,June 2018,147.1
Fresh fruit and vegetables,June 2018,135.8
Energy 9,June 2018,159.9
Food and energy 9,July 2018,147.8
Fresh fruit and vegetables,July 2018,137.1
Energy 9,July 2018,158.6
Food and energy 9,August 2018,147.3
Fresh fruit and vegetables,August 2018,139.9
Energy 9,August 2018,155.4
Food and energy 9,September 2018,146.6
Fresh fruit and vegetables,September 2018,138.6
Energy 9,September 2018,154.6
Food and energy 9,October 2018,146.0
Fresh fruit and vegetables,October 2018,136.4
Energy 9,October 2018,151.1
Food and energy 9,November 2018,144.3
Fresh fruit and vegetables,November 2018,143.8
Energy 9,November 2018,144.2
Food and energy 9,December 2018,143.4
Fresh fruit and vegetables,December 2018,145.7
Energy 9,December 2018,139.5
Food and energy 9,January 2019,142.5
Fresh fruit and vegetables,January 2019,145.8
Energy 9,January 2019,135.1
Food and energy 9,February 2019,144.8
Fresh fruit and vegetables,February 2019,147.6
Energy 9,February 2019,141.2
Food and energy 9,March 2019,147.2
Fresh fruit and vegetables,March 2019,151.2
Energy 9,March 2019,149.4
Food and energy 9,April 2019,151.0
Fresh fruit and vegetables,April 2019,148.5
Energy 9,April 2019,164.3
Food and energy 9,May 2019,150.9
Fresh fruit and vegetables,May 2019,148.1
Energy 9,May 2019,163.2
Food and energy 9,June 2019,150.3
Fresh fruit and vegetables,June 2019,153.5
Energy 9,June 2019,157.3
Food and energy 9,July 2019,150.9
Fresh fruit and vegetables,July 2019,154.1
Energy 9,July 2019,157.8
Food and energy 9,August 2019,148.9
Fresh fruit and vegetables,August 2019,148.3
Energy 9,August 2019,152.7
Food and energy 9,September 2019,148.3
Fresh fruit and vegetables,September 2019,141.1
Energy 9,September 2019,153.0
Food and energy 9,October 2019,150.0
Fresh fruit and vegetables,October 2019,142.3
Energy 9,October 2019,155.2
Food and energy 9,November 2019,147.2
Fresh fruit and vegetables,November 2019,144.4
Energy 9,November 2019,148.2
Food and energy 9,December 2019,147.2
Fresh fruit and vegetables,December 2019,152.6
Energy 9,December 2019,145.5
Food and energy 9,January 2020,147.7
Fresh fruit and vegetables,January 2020,155.7
Energy 9,January 2020,144.1
Food and energy 9,February 2020,147.5
Fresh fruit and vegetables,February 2020,148.0
Energy 9,February 2020,144.4
Food and energy 9,March 2020,143.3
Fresh fruit and vegetables,March 2020,146.7
Energy 9,March 2020,130.9
Food and energy 9,April 2020,139.6
Fresh fruit and vegetables,April 2020,150.0
Energy 9,April 2020,119.2
Food and energy 9,May 2020,144.2
Fresh fruit and vegetables,May 2020,150.5
Energy 9,May 2020,131.9
Food and energy 9,June 2020,147.3
Fresh fruit and vegetables,June 2020,155.3
Energy 9,June 2020,139.7
Food and energy 9,July 2020,148.8
Fresh fruit and vegetables,July 2020,156.4
Energy 9,July 2020,143.1
Food and energy 9,August 2020,147.3
Fresh fruit and vegetables,August 2020,152.5
Energy 9,August 2020,141.9
Food and energy 9,September 2020,146.3
Fresh fruit and vegetables,September 2020,150.8
Energy 9,September 2020,141.0
Food and energy 9,October 2020,148.1
Fresh fruit and vegetables,October 2020,152.4
Energy 9,October 2020,144.4
Food and energy 9,November 2020,148.9
Fresh fruit and vegetables,November 2020,156.2
Energy 9,November 2020,143.5
Food and energy 9,December 2020,148.0
Fresh fruit and vegetables,December 2020,153.4
Energy 9,December 2020,144.7
Food and energy 9,January 2021,150.0
Fresh fruit and vegetables,January 2021,155.2
Energy 9,January 2021,150.2
Food and energy 9,February 2021,152.2
Fresh fruit and vegetables,February 2021,155.4
Energy 9,February 2021,154.5
Food and energy 9,March 2021,154.0
Fresh fruit and vegetables,March 2021,153.3
Energy 9,March 2021,159.7
Food and energy 9,April 2021,154.9
Fresh fruit and vegetables,April 2021,144.3
Energy 9,April 2021,165.8
Food and energy 9,May 2021,157.1
Fresh fruit and vegetables,May 2021,151.6
Energy 9,May 2021,169.7
Food and energy 9,June 2021,157.1
Fresh fruit and vegetables,June 2021,149.1
Energy 9,June 2021,169.2
Food and energy 9,July 2021,158.4
Fresh fruit and vegetables,July 2021,148.4
Energy 9,July 2021,172.8
Food and energy 9,August 2021,159.0
Fresh fruit and vegetables,August 2021,148.6
Energy 9,August 2021,174.1
Food and energy 9,September 2021,159.8
Fresh fruit and vegetables,September 2021,146.3
Energy 9,September 2021,174.3
Food and energy 9,October 2021,162.4
Fresh fruit and vegetables,October 2021,147.2
Energy 9,October 2021,182.1
Food and energy 9,November 2021,163.3
Fresh fruit and vegetables,November 2021,155.2
Energy 9,November 2021,182.5
Food and energy 9,December 2021,160.8
Fresh fruit and vegetables,December 2021,153.5
Energy 9,December 2021,176.0
Food and energy 9,January 2022,165.7
Fresh fruit and vegetables,January 2022,161.4
Energy 9,January 2022,184.2
Food and energy 9,February 2022,168.1
Fresh fruit and vegetables,February 2022,163.2
Energy 9,February 2022,189.1
Food and energy 9,March 2022,175.2
Fresh fruit and vegetables,March 2022,164.4
Energy 9,March 2022,207.7
Food and energy 9,April 2022,176.7
Fresh fruit and vegetables,April 2022,159.4
Energy 9,April 2022,209.5
Food and energy 9,May 2022,180.9
Fresh fruit and vegetables,May 2022,163.5
Energy 9,May 2022,221.0
Food and energy 9,June 2022,186.4
Fresh fruit and vegetables,June 2022,164.1
Energy 9,June 2022,238.0
Food and energy 9,July 2022,184.0
Fresh fruit and vegetables,July 2022,166.0
Energy 9,July 2022,226.3
Food and energy 9,August 2022,181.3
Fresh fruit and vegetables,August 2022,167.3
Energy 9,August 2022,210.2
Food and energy 9,September 2022,181.9
Fresh fruit and vegetables,September 2022,166.2
Energy 9,September 2022,209.6
Food and energy 9,October 2022,186.5
Fresh fruit and vegetables,October 2022,167.5
Energy 9,October 2022,221.3
Food and energy 9,November 2022,186.3
Fresh fruit and vegetables,November 2022,178.1
Energy 9,November 2022,214.7
Food and energy 9,December 2022,180.7
Fresh fruit and vegetables,December 2022,178.2
Energy 9,December 2022,198.8
Food and energy 9,January 2023,181.9
Fresh fruit and vegetables,January 2023,184.2
Energy 9,January 2023,196.1
Food and energy 9,February 2023,182.8
Fresh fruit and vegetables,February 2023,179.2
Energy 9,February 2023,198.2
Food and energy 9,March 2023,182.8
Fresh fruit and vegetables,March 2023,176.9
Energy 9,March 2023,197.1
Food and energy 9,April 2023,186.8
Fresh fruit and vegetables,April 2023,173.5
Energy 9,April 2023,206.4
Food and energy 9,May 2023,186.8
Fresh fruit and vegetables,May 2023,180.4
Energy 9,May 2023,205.4
Food and energy 9,June 2023,185.5
Fresh fruit and vegetables,June 2023,179.7
Energy 9,June 2023,201.3
Food and energy 9,July 2023,186.3
Fresh fruit and vegetables,July 2023,177.1
Energy 9,July 2023,201.2
Food and energy 9,August 2023,187.5
Fresh fruit and vegetables,August 2023,173.7
Energy 9,August 2023,205.2
Food and energy 9,September 2023,187.4
Fresh fruit and vegetables,September 2023,172.3
Energy 9,September 2023,205.4
Food and energy 9,October 2023,185.2
Fresh fruit and vegetables,October 2023,165.6
Energy 9,October 2023,199.6
Food and energy 9,November 2023,185.4
Fresh fruit and vegetables,November 2023,175.5
Energy 9,November 2023,195.8
Food and energy 9,December 2023,182.6
Fresh fruit and vegetables,December 2023,181.8
Energy 9,December 2023,184.4
Food and energy 9,January 2024,178.5
Fresh fruit and vegetables,January 2024,185.1
Energy 9,January 2024,169.5
Food and energy 9,February 2024,180.0
Fresh fruit and vegetables,February 2024,182.8
Energy 9,February 2024,175.1
Food and energy 9,March 2024,182.4
Fresh fruit and vegetables,March 2024,177.8
Energy 9,March 2024,182.6
Food and energy 9,April 2024,183.4
Fresh fruit and vegetables,April 2024,171.5
Energy 9,April 2024,188.4
Food and energy 9,May 2024,186.0
Fresh fruit and vegetables,May 2024,184.1
Energy 9,May 2024,189.2
Food and energy 9,June 2024,185.5
Fresh fruit and vegetables,June 2024,186.5
Energy 9,June 2024,185.7
Food and energy 9,July 2024,188.1
Fresh fruit and vegetables,July 2024,186.9
Energy 9,July 2024,191.8
Food and energy 9,August 2024,188.3
Fresh fruit and vegetables,August 2024,181.9
Energy 9,August 2024,193.4
Food and energy 9,September 2024,184.3
Fresh fruit and vegetables,September 2024,183.0
Energy 9,September 2024,181.2
Food and energy 9,October 2024,184.4
Fresh fruit and vegetables,October 2024,176.4
Energy 9,October 2024,179.8
Food and energy 9,November 2024,184.6
Fresh fruit and vegetables,November 2024,182.9
Energy 9,November 2024,177.3
Food and energy 9,December 2024,182.4
Fresh fruit and vegetables,December 2024,183.8
Energy 9,December 2024,177.3
Food and energy 9,January 2025,187.1
Fresh fruit and vegetables,January 2025,188.4
Energy 9,January 2025,194.0
Food and energy 9,February 2025,190.7
Fresh fruit and vegetables,February 2025,190.9
Energy 9,February 2025,199.8
Food and energy 9,March 2025,191.5
Fresh fruit and vegetables,March 2025,187.6
Energy 9,March 2025,197.6
Food and energy 9,April 2025,185.1
Fresh fruit and vegetables,April 2025,187.4
Energy 9,April 2025,175.6
Food and energy 9,May 2025,186.3
Fresh fruit and vegetables,May 2025,188.9
Energy 9,May 2025,177.1
Food and energy 9,January 2015,135.2
Fresh fruit and vegetables,January 2015,136.3
Energy 9,January 2015,125.7
Food and energy 9,February 2015,137.2
Fresh fruit and vegetables,February 2015,140.2
Energy 9,February 2015,131.7
Food and energy 9,March 2015,139.0
Fresh fruit and vegetables,March 2015,137.4
Energy 9,March 2015,135.4
Food and energy 9,April 2015,138.5
Fresh fruit and vegetables,April 2015,132.6
Energy 9,April 2015,134.0
Food and energy 9,May 2015,140.7
Fresh fruit and vegetables,May 2015,142.6
Energy 9,May 2015,136.4
Food and energy 9,June 2015,143.3
Fresh fruit and vegetables,June 2015,141.5
Energy 9,June 2015,143.8
Food and energy 9,July 2015,142.8
Fresh fruit and vegetables,July 2015,146.5
Energy 9,July 2015,141.9
Food and energy 9,August 2015,144.1
Fresh fruit and vegetables,August 2015,143.3
Energy 9,August 2015,145.3
Food and energy 9,September 2015,141.5
Fresh fruit and vegetables,September 2015,144.5
Energy 9,September 2015,138.6
Food and energy 9,October 2015,141.9
Fresh fruit and vegetables,October 2015,145.0
Energy 9,October 2015,139.9
Food and energy 9,November 2015,141.3
Fresh fruit and vegetables,November 2015,150.6
Energy 9,November 2015,137.1
Food and energy 9,December 2015,139.1
Fresh fruit and vegetables,December 2015,153.7
Energy 9,December 2015,129.0
Food and energy 9,January 2016,137.3
Fresh fruit and vegetables,January 2016,163.5
Energy 9,January 2016,121.6
Food and energy 9,February 2016,134.8
Fresh fruit and vegetables,February 2016,151.7
Energy 9,February 2016,117.2
Food and energy 9,March 2016,138.0
Fresh fruit and vegetables,March 2016,148.9
Energy 9,March 2016,124.9
Food and energy 9,April 2016,138.6
Fresh fruit and vegetables,April 2016,141.6
Energy 9,April 2016,128.2
Food and energy 9,May 2016,140.1
Fresh fruit and vegetables,May 2016,142.9
Energy 9,May 2016,132.1
Food and energy 9,June 2016,143.0
Fresh fruit and vegetables,June 2016,147.2
Energy 9,June 2016,140.8
Food and energy 9,July 2016,141.3
Fresh fruit and vegetables,July 2016,144.0
Energy 9,July 2016,133.7
Food and energy 9,August 2016,141.0
Fresh fruit and vegetables,August 2016,145.2
Energy 9,August 2016,134.7
Food and energy 9,September 2016,139.3
Fresh fruit and vegetables,September 2016,142.0
Energy 9,September 2016,135.3
Food and energy 9,October 2016,138.7
Fresh fruit and vegetables,October 2016,137.4
Energy 9,October 2016,136.1
Food and energy 9,November 2016,136.5
Fresh fruit and vegetables,November 2016,144.3
Energy 9,November 2016,129.6
Food and energy 9,December 2016,138.3
Fresh fruit and vegetables,December 2016,146.6
Energy 9,December 2016,132.6
Food and energy 9,January 2017,141.0
Fresh fruit and vegetables,January 2017,147.0
Energy 9,January 2017,140.1
Food and energy 9,February 2017,139.0
Fresh fruit and vegetables,February 2017,145.2
Energy 9,February 2017,134.8
Food and energy 9,March 2017,139.6
Fresh fruit and vegetables,March 2017,144.5
Energy 9,March 2017,134.3
Food and energy 9,April 2017,143.7
Fresh fruit and vegetables,April 2017,145.7
Energy 9,April 2017,139.9
Food and energy 9,May 2017,142.2
Fresh fruit and vegetables,May 2017,150.9
Energy 9,May 2017,135.7
Food and energy 9,June 2017,142.3
Fresh fruit and vegetables,June 2017,154.4
Energy 9,June 2017,133.9
Food and energy 9,July 2017,142.8
Fresh fruit and vegetables,July 2017,157.7
Energy 9,July 2017,134.6
Food and energy 9,August 2017,143.5
Fresh fruit and vegetables,August 2017,156.6
Energy 9,August 2017,136.0
Food and energy 9,September 2017,143.6
Fresh fruit and vegetables,September 2017,148.2
Energy 9,September 2017,138.6
Food and energy 9,October 2017,142.9
Fresh fruit and vegetables,October 2017,142.0
Energy 9,October 2017,138.2
Food and energy 9,November 2017,146.4
Fresh fruit and vegetables,November 2017,148.4
Energy 9,November 2017,146.3
Food and energy 9,December 2017,144.5
Fresh fruit and vegetables,December 2017,151.9
