Product,Date,CPI_Value
Energy 9,June 2019,194.1
Food and energy 9,July 2019,161.9
Fresh fruit and vegetables,July 2019,182.9
Energy 9,July 2019,187.2
Food and energy 9,August 2019,160.5
Fresh fruit and vegetables,August 2019,177.0
Energy 9,August 2019,186.0
Food and energy 9,September 2019,161.3
Fresh fruit and vegetables,September 2019,172.2
Energy 9,September 2019,188.4
Food and energy 9,October 2019,162.3
Fresh fruit and vegetables,October 2019,163.7
Energy 9,October 2019,194.4
Food and energy 9,November 2019,163.6
Fresh fruit and vegetables,November 2019,180.6
Energy 9,November 2019,195.7
Food and energy 9,December 2019,164.7
Fresh fruit and vegetables,December 2019,181.5
Energy 9,December 2019,198.4
Food and energy 9,January 2020,165.8
Fresh fruit and vegetables,January 2020,195.7
Energy 9,January 2020,197.0
Food and energy 9,February 2020,162.4
Fresh fruit and vegetables,February 2020,188.5
Energy 9,February 2020,188.3
Food and energy 9,March 2020,159.7
Fresh fruit and vegetables,March 2020,185.4
Energy 9,March 2020,179.1
Food and energy 9,April 2020,150.3
Fresh fruit and vegetables,April 2020,166.7
Energy 9,April 2020,158.6
Food and energy 9,May 2020,147.8
Fresh fruit and vegetables,May 2020,167.4
Energy 9,May 2020,151.5
Food and energy 9,June 2020,151.6
Fresh fruit and vegetables,June 2020,171.7
Energy 9,June 2020,160.3
Food and energy 9,July 2020,154.6
Fresh fruit and vegetables,July 2020,177.1
Energy 9,July 2020,167.6
Food and energy 9,August 2020,152.2
Fresh fruit and vegetables,August 2020,164.8
Energy 9,August 2020,166.5
Food and energy 9,September 2020,153.4
Fresh fruit and vegetables,September 2020,168.9
Energy 9,September 2020,167.3
Food and energy 9,October 2020,154.1
Fresh fruit and vegetables,October 2020,165.8
Energy 9,October 2020,169.3
Food and energy 9,November 2020,155.0
Fresh fruit and vegetables,November 2020,169.9
Energy 9,November 2020,170.8
Food and energy 9,December 2020,155.6
Fresh fruit and vegetables,December 2020,174.8
Energy 9,December 2020,174.7
Food and energy 9,January 2021,158.3
Fresh fruit and vegetables,January 2021,175.0
Energy 9,January 2021,177.3
Food and energy 9,February 2021,159.0
Fresh fruit and vegetables,February 2021,171.2
Energy 9,February 2021,181.2
Food and energy 9,March 2021,160.4
Fresh fruit and vegetables,March 2021,170.4
Energy 9,March 2021,187.8
Food and energy 9,April 2021,160.6
Fresh fruit and vegetables,April 2021,162.9
Energy 9,April 2021,189.0
Food and energy 9,May 2021,161.9
Fresh fruit and vegetables,May 2021,155.9
Energy 9,May 2021,193.1
Food and energy 9,June 2021,161.6
Fresh fruit and vegetables,June 2021,155.6
Energy 9,June 2021,194.1
Food and energy 9,July 2021,163.9
Fresh fruit and vegetables,July 2021,160.8
Energy 9,July 2021,195.3
Food and energy 9,August 2021,164.1
Fresh fruit and vegetables,August 2021,162.5
Energy 9,August 2021,196.5
Food and energy 9,September 2021,166.2
Fresh fruit and vegetables,September 2021,158.2
Energy 9,September 2021,198.1
Food and energy 9,October 2021,167.8
Fresh fruit and vegetables,October 2021,155.6
Energy 9,October 2021,206.9
Food and energy 9,November 2021,168.7
Fresh fruit and vegetables,November 2021,164.2
Energy 9,November 2021,205.2
Food and energy 9,December 2021,169.6
Fresh fruit and vegetables,December 2021,174.9
Energy 9,December 2021,202.4
Food and energy 9,January 2022,171.6
Fresh fruit and vegetables,January 2022,169.9
Energy 9,January 2022,208.0
Food and energy 9,February 2022,174.8
Fresh fruit and vegetables,February 2022,170.1
Energy 9,February 2022,218.1
Food and energy 9,March 2022,181.6
Fresh fruit and vegetables,March 2022,178.9
Energy 9,March 2022,235.3
Food and energy 9,April 2022,182.7
Fresh fruit and vegetables,April 2022,175.5
Energy 9,April 2022,239.6
Food and energy 9,May 2022,188.5
Fresh fruit and vegetables,May 2022,178.5
Energy 9,May 2022,255.4
Food and energy 9,June 2022,190.5
Fresh fruit and vegetables,June 2022,179.0
Energy 9,June 2022,260.9
Food and energy 9,July 2022,189.7
Fresh fruit and vegetables,July 2022,178.5
Energy 9,July 2022,256.9
Food and energy 9,August 2022,188.4
Fresh fruit and vegetables,August 2022,177.9
Energy 9,August 2022,245.7
Food and energy 9,September 2022,191.2
Fresh fruit and vegetables,September 2022,192.6
Energy 9,September 2022,249.3
Food and energy 9,October 2022,188.7
Fresh fruit and vegetables,October 2022,183.5
Energy 9,October 2022,245.5
Food and energy 9,November 2022,193.0
Fresh fruit and vegetables,November 2022,198.1
Energy 9,November 2022,251.7
Food and energy 9,December 2022,191.4
Fresh fruit and vegetables,December 2022,208.0
Energy 9,December 2022,241.3
Food and energy 9,January 2023,191.8
Fresh fruit and vegetables,January 2023,210.2
Energy 9,January 2023,239.1
Food and energy 9,February 2023,193.9
Fresh fruit and vegetables,February 2023,206.9
Energy 9,February 2023,233.4
Food and energy 9,March 2023,195.6
Fresh fruit and vegetables,March 2023,213.6
Energy 9,March 2023,230.7
Food and energy 9,April 2023,198.7
Fresh fruit and vegetables,April 2023,203.0
Energy 9,April 2023,244.3
Food and energy 9,May 2023,197.0
Fresh fruit and vegetables,May 2023,207.8
Energy 9,May 2023,237.0
Food and energy 9,June 2023,197.4
Fresh fruit and vegetables,June 2023,214.1
Energy 9,June 2023,234.7
Food and energy 9,July 2023,197.9
Fresh fruit and vegetables,July 2023,198.8
Energy 9,July 2023,239.2
Food and energy 9,August 2023,202.8
Fresh fruit and vegetables,August 2023,204.2
Energy 9,August 2023,252.2
Food and energy 9,September 2023,203.4
Fresh fruit and vegetables,September 2023,206.6
Energy 9,September 2023,252.2
Food and energy 9,October 2023,200.6
Fresh fruit and vegetables,October 2023,199.2
Energy 9,October 2023,250.8
Food and energy 9,November 2023,203.8
Fresh fruit and vegetables,November 2023,206.6
Energy 9,November 2023,257.3
Food and energy 9,December 2023,204.8
Fresh fruit and vegetables,December 2023,216.8
Energy 9,December 2023,255.0
Food and energy 9,January 2024,203.5
Fresh fruit and vegetables,January 2024,220.4
Energy 9,January 2024,251.5
Food and energy 9,February 2024,200.5
Fresh fruit and vegetables,February 2024,221.1
Energy 9,February 2024,240.8
Food and energy 9,March 2024,202.7
Fresh fruit and vegetables,March 2024,220.4
Energy 9,March 2024,244.2
Food and energy 9,April 2024,199.5
Fresh fruit and vegetables,April 2024,212.1
Energy 9,April 2024,236.3
Food and energy 9,May 2024,202.1
Fresh fruit and vegetables,May 2024,218.8
Energy 9,May 2024,236.4
Food and energy 9,June 2024,201.0
Fresh fruit and vegetables,June 2024,212.9
Energy 9,June 2024,242.3
Food and energy 9,July 2024,203.4
Fresh fruit and vegetables,July 2024,206.8
Energy 9,July 2024,244.0
Food and energy 9,August 2024,202.4
Fresh fruit and vegetables,August 2024,209.4
Energy 9,August 2024,242.9
Food and energy 9,September 2024,202.9
Fresh fruit and vegetables,September 2024,205.8
Energy 9,September 2024,242.7
Food and energy 9,October 2024,206.0
Fresh fruit and vegetables,October 2024,212.6
Energy 9,October 2024,242.3
Food and energy 9,November 2024,204.9
Fresh fruit and vegetables,November 2024,203.8
Energy 9,November 2024,243.8
Food and energy 9,December 2024,205.7
Fresh fruit and vegetables,December 2024,219.2
Energy 9,December 2024,241.7
Food and energy 9,January 2025,205.3
Fresh fruit and vegetables,January 2025,222.1
Energy 9,January 2025,241.8
Food and energy 9,February 2025,207.8
Fresh fruit and vegetables,February 2025,224.9
Energy 9,February 2025,246.0
Food and energy 9,March 2025,209.1
Fresh fruit and vegetables,March 2025,216.8
Energy 9,March 2025,249.8
Food and energy 9,April 2025,208.0
Fresh fruit and vegetables,April 2025,219.7
Energy 9,April 2025,236.9
Food and energy 9,May 2025,206.3
Fresh fruit and vegetables,May 2025,220.7
Energy 9,May 2025,229.8
